sensor,time,datetime,y,x
2,458,2021-01-29T10:45:00Z,-0.906005577,-4.857955118
2,459,2021-01-29T11:00:00Z,-0.852210037,-4.88654464
2,460,2021-01-29T11:15:00Z,-0.906005577,-4.88654464
2,461,2021-01-29T11:30:00Z,-0.906005577,-4.88654464
2,462,2021-01-29T11:45:00Z,-0.906005577,-4.88654464
2,463,2021-01-29T12:00:00Z,-0.906005577,-4.972313206
2,464,2021-01-29T12:15:00Z,-0.906005577,-4.972313206
2,465,2021-01-29T12:30:00Z,-0.959801117,-4.972313206
2,466,2021-01-29T12:45:00Z,-0.959801117,-4.972313206
2,467,2021-01-29T13:00:00Z,-1.013596657,-5.143850337
2,468,2021-01-29T13:15:00Z,-0.959801117,-5.143850337
2,469,2021-01-29T13:30:00Z,-0.959801117,-5.143850337
2,470,2021-01-29T13:45:00Z,-0.906005577,-5.143850337
2,471,2021-01-29T14:00:00Z,-1.013596657,-5.243913663
2,472,2021-01-29T14:15:00Z,-0.959801117,-5.243913663
2,473,2021-01-29T14:30:00Z,-1.013596657,-5.243913663
2,474,2021-01-29T14:45:00Z,-1.013596657,-5.243913663
2,475,2021-01-29T15:00:00Z,-0.959801117,-5.072376532
2,476,2021-01-29T15:15:00Z,-1.067392196,-5.072376532
2,477,2021-01-29T15:30:00Z,-1.013596657,-5.072376532
2,478,2021-01-29T15:45:00Z,-1.013596657,-5.072376532
2,479,2021-01-29T16:00:00Z,-0.959801117,-4.915134162
2,480,2021-01-29T16:15:00Z,-0.959801117,-4.915134162
2,481,2021-01-29T16:30:00Z,-1.013596657,-4.915134162
2,482,2021-01-29T16:45:00Z,-1.013596657,-4.915134162
2,483,2021-01-29T17:00:00Z,-0.959801117,-4.600649422
2,484,2021-01-29T17:15:00Z,-1.013596657,-4.600649422
2,485,2021-01-29T17:30:00Z,-1.013596657,-4.600649422
2,486,2021-01-29T17:45:00Z,-0.959801117,-4.600649422
2,487,2021-01-29T18:00:00Z,-0.959801117,-4.186101355
2,488,2021-01-29T18:15:00Z,-0.852210037,-4.186101355
2,489,2021-01-29T18:30:00Z,-0.798414497,-4.186101355
2,490,2021-01-29T18:45:00Z,-0.852210037,-4.186101355
2,491,2021-01-29T19:00:00Z,-0.744618958,-4.057448507
2,492,2021-01-29T19:15:00Z,-0.744618958,-4.057448507
2,493,2021-01-29T19:30:00Z,-0.690823418,-4.057448507
2,494,2021-01-29T19:45:00Z,-0.690823418,-4.057448507
2,495,2021-01-29T20:00:00Z,-0.583232338,-3.857321854
2,496,2021-01-29T20:15:00Z,-0.583232338,-3.857321854
2,497,2021-01-29T20:30:00Z,-0.529436798,-3.857321854
2,498,2021-01-29T20:45:00Z,-0.529436798,-3.857321854
2,499,2021-01-29T21:00:00Z,-0.421845719,-3.700079483
2,500,2021-01-29T21:15:00Z,-0.475641259,-3.700079483
2,501,2021-01-29T21:30:00Z,-0.475641259,-3.700079483
2,502,2021-01-29T21:45:00Z,-0.421845719,-3.700079483
2,503,2021-01-29T22:00:00Z,-0.421845719,-3.657195201
2,504,2021-01-29T22:15:00Z,-0.421845719,-3.657195201
2,505,2021-01-29T22:30:00Z,-0.421845719,-3.657195201
2,506,2021-01-29T22:45:00Z,-0.421845719,-3.657195201
2,507,2021-01-29T23:00:00Z,-0.368050179,-3.685784723
2,508,2021-01-29T23:15:00Z,-0.314254639,-3.685784723
2,509,2021-01-29T23:30:00Z,NA,NA
2,510,2021-01-29T23:45:00Z,-0.260459099,-3.685784723
2,511,2021-01-30T00:00:00Z,-0.260459099,-3.828732332
2,512,2021-01-30T00:15:00Z,-0.421845719,-3.828732332
2,513,2021-01-30T00:30:00Z,-0.368050179,-3.828732332
2,514,2021-01-30T00:45:00Z,-0.314254639,-3.828732332
2,515,2021-01-30T01:00:00Z,-0.314254639,-3.828732332
2,516,2021-01-30T01:15:00Z,-0.260459099,-3.828732332
2,517,2021-01-30T01:30:00Z,-0.260459099,-4.300459442
2,518,2021-01-30T01:45:00Z,-0.421845719,-4.300459442
2,519,2021-01-30T02:00:00Z,-0.583232338,-4.300459442
2,520,2021-01-30T02:15:00Z,-0.690823418,-4.300459442
2,521,2021-01-30T02:30:00Z,-0.690823418,-4.300459442
2,522,2021-01-30T02:45:00Z,-0.690823418,-4.300459442
2,523,2021-01-30T03:00:00Z,-0.744618958,-5.486924599
2,524,2021-01-30T03:15:00Z,-0.744618958,-5.486924599
2,525,2021-01-30T03:30:00Z,-0.798414497,-5.486924599
2,526,2021-01-30T03:45:00Z,-0.906005577,-5.486924599
2,527,2021-01-30T04:00:00Z,-0.906005577,-5.65846173
2,528,2021-01-30T04:15:00Z,-0.852210037,-5.65846173
2,529,2021-01-30T04:30:00Z,-0.798414497,-5.65846173
2,530,2021-01-30T04:45:00Z,-0.798414497,-5.65846173
2,531,2021-01-30T05:00:00Z,-0.744618958,-5.97294647
2,532,2021-01-30T05:15:00Z,-0.852210037,-5.97294647
2,533,2021-01-30T05:30:00Z,-0.852210037,-5.97294647
2,534,2021-01-30T05:45:00Z,-0.852210037,-5.97294647
2,535,2021-01-30T06:00:00Z,-0.906005577,-6.244546928
2,536,2021-01-30T06:15:00Z,-0.959801117,-6.244546928
2,537,2021-01-30T06:30:00Z,-1.013596657,-6.244546928
2,538,2021-01-30T06:45:00Z,-1.121187736,-6.244546928
2,539,2021-01-30T07:00:00Z,-1.174983276,-6.28743121
2,540,2021-01-30T07:15:00Z,-1.228778816,-6.28743121
2,541,2021-01-30T07:30:00Z,-1.282574356,-6.28743121
2,542,2021-01-30T07:45:00Z,-1.390165435,-6.28743121
2,543,2021-01-30T08:00:00Z,-1.336369895,-6.28743121
2,544,2021-01-30T08:15:00Z,-1.443960975,-6.387494537
2,545,2021-01-30T08:30:00Z,-1.443960975,-6.387494537
2,546,2021-01-30T08:45:00Z,-1.497756515,-6.387494537
2,547,2021-01-30T09:00:00Z,-1.443960975,-6.701979277
2,548,2021-01-30T09:15:00Z,-1.551552055,-6.701979277
2,549,2021-01-30T09:30:00Z,-1.605347594,-6.701979277
2,550,2021-01-30T09:45:00Z,-1.659143134,-6.701979277
2,551,2021-01-30T10:00:00Z,-1.659143134,-6.759158321
2,552,2021-01-30T10:15:00Z,-1.712938674,-6.759158321
2,553,2021-01-30T10:30:00Z,-1.712938674,-6.759158321
2,554,2021-01-30T10:45:00Z,-1.766734214,-6.759158321
2,555,2021-01-30T11:00:00Z,-1.766734214,-6.759158321
2,556,2021-01-30T11:15:00Z,-1.766734214,-6.759158321
2,557,2021-01-30T11:30:00Z,-1.766734214,-6.759158321
2,558,2021-01-30T11:45:00Z,-1.874325293,-6.759158321
2,559,2021-01-30T12:00:00Z,-1.874325293,-6.473263102
2,560,2021-01-30T12:15:00Z,-1.874325293,-6.473263102
2,561,2021-01-30T12:30:00Z,-1.820529754,-6.473263102
2,562,2021-01-30T12:45:00Z,-1.928120833,-6.473263102
2,563,2021-01-30T13:00:00Z,-1.928120833,-6.330315493
2,564,2021-01-30T13:15:00Z,-1.928120833,-6.330315493
2,565,2021-01-30T13:30:00Z,-1.874325293,-6.330315493
2,566,2021-01-30T13:45:00Z,-1.874325293,-6.330315493
2,567,2021-01-30T14:00:00Z,-1.928120833,-6.330315493
2,568,2021-01-30T14:15:00Z,-1.874325293,-6.101599318
2,569,2021-01-30T14:30:00Z,-1.874325293,-6.101599318
2,570,2021-01-30T14:45:00Z,-1.820529754,-6.101599318
2,571,2021-01-30T15:00:00Z,-1.766734214,-6.030125514
2,572,2021-01-30T15:15:00Z,-1.766734214,-6.030125514
2,573,2021-01-30T15:30:00Z,-1.820529754,-6.030125514
2,574,2021-01-30T15:45:00Z,-1.712938674,-6.030125514
2,575,2021-01-30T16:00:00Z,-1.605347594,-5.50121936
2,576,2021-01-30T16:15:00Z,-1.551552055,-5.50121936
2,577,2021-01-30T16:30:00Z,-1.443960975,-5.50121936
2,578,2021-01-30T16:45:00Z,-1.390165435,-5.50121936
2,579,2021-01-30T17:00:00Z,-1.282574356,-4.72930227
2,580,2021-01-30T17:15:00Z,-1.174983276,-4.72930227
2,581,2021-01-30T17:30:00Z,-1.228778816,-4.72930227
2,582,2021-01-30T17:45:00Z,-1.121187736,-4.72930227
2,583,2021-01-30T18:00:00Z,-1.121187736,-4.72930227
2,584,2021-01-30T18:15:00Z,-1.013596657,-3.943090419
2,585,2021-01-30T18:30:00Z,-0.959801117,-3.943090419
2,586,2021-01-30T18:45:00Z,-0.852210037,-3.943090419
2,587,2021-01-30T19:00:00Z,-0.798414497,-3.499952831
2,588,2021-01-30T19:15:00Z,-0.690823418,-3.499952831
2,589,2021-01-30T19:30:00Z,-0.583232338,-3.499952831
2,590,2021-01-30T19:45:00Z,-0.583232338,-3.499952831
2,591,2021-01-30T20:00:00Z,-0.475641259,-3.242647134
2,592,2021-01-30T20:15:00Z,-0.475641259,-3.242647134
2,593,2021-01-30T20:30:00Z,-0.421845719,-3.242647134
2,594,2021-01-30T20:45:00Z,-0.314254639,-3.242647134
2,595,2021-01-30T21:00:00Z,-0.20666356,-2.971046676
2,596,2021-01-30T21:15:00Z,-0.09907248,-2.971046676
2,597,2021-01-30T21:30:00Z,-0.09907248,-2.971046676
2,598,2021-01-30T21:45:00Z,-0.04527694,-2.971046676
2,599,2021-01-30T22:00:00Z,-0.04527694,-2.971046676
2,600,2021-01-30T22:15:00Z,0.0085186,-2.971046676
2,601,2021-01-30T22:30:00Z,0.116109679,-2.971046676
2,602,2021-01-30T22:45:00Z,0.116109679,-2.971046676
2,603,2021-01-30T23:00:00Z,0.116109679,-2.999636198
2,604,2021-01-30T23:15:00Z,0.116109679,-2.999636198
2,605,2021-01-30T23:30:00Z,0.223700759,-2.999636198
2,606,2021-01-30T23:45:00Z,0.223700759,-2.999636198
2,607,2021-01-31T00:00:00Z,0.277496299,-3.113994286
2,608,2021-01-31T00:15:00Z,0.277496299,-3.113994286
2,609,2021-01-31T00:30:00Z,0.223700759,-3.113994286
2,610,2021-01-31T00:45:00Z,0.277496299,-3.113994286
2,611,2021-01-31T01:00:00Z,0.277496299,-3.113994286
2,612,2021-01-31T01:15:00Z,0.331291838,-3.113994286
2,613,2021-01-31T01:30:00Z,0.385087378,-3.271236656
2,614,2021-01-31T01:45:00Z,0.438882918,-3.271236656
2,615,2021-01-31T02:00:00Z,0.385087378,-3.271236656
2,616,2021-01-31T02:15:00Z,0.385087378,-3.271236656
2,617,2021-01-31T02:30:00Z,0.438882918,-3.271236656
2,618,2021-01-31T02:45:00Z,0.385087378,-3.271236656
2,619,2021-01-31T03:00:00Z,0.385087378,-3.357005221
2,620,2021-01-31T03:15:00Z,0.438882918,-3.357005221
2,621,2021-01-31T03:30:00Z,0.438882918,-3.357005221
2,622,2021-01-31T03:45:00Z,0.438882918,-3.357005221
2,623,2021-01-31T04:00:00Z,0.492678458,-3.428479026
2,624,2021-01-31T04:15:00Z,0.492678458,-3.428479026
2,625,2021-01-31T04:30:00Z,0.438882918,-3.428479026
2,626,2021-01-31T04:45:00Z,0.385087378,-3.428479026
2,627,2021-01-31T05:00:00Z,0.385087378,-3.442773787
2,628,2021-01-31T05:15:00Z,0.438882918,-3.442773787
2,629,2021-01-31T05:30:00Z,0.438882918,-3.442773787
2,630,2021-01-31T05:45:00Z,0.438882918,-3.442773787
2,631,2021-01-31T06:00:00Z,0.492678458,-3.414184265
2,632,2021-01-31T06:15:00Z,0.438882918,-3.414184265
2,633,2021-01-31T06:30:00Z,0.385087378,-3.414184265
2,634,2021-01-31T06:45:00Z,0.385087378,-3.414184265
2,635,2021-01-31T07:00:00Z,0.385087378,-3.499952831
2,636,2021-01-31T07:15:00Z,0.385087378,-3.499952831
2,637,2021-01-31T07:30:00Z,0.385087378,-3.499952831
2,638,2021-01-31T07:45:00Z,0.331291838,-3.499952831
2,639,2021-01-31T08:00:00Z,0.385087378,-3.428479026
2,640,2021-01-31T08:15:00Z,0.438882918,-3.428479026
2,641,2021-01-31T08:30:00Z,0.492678458,-3.428479026
2,642,2021-01-31T08:45:00Z,0.492678458,-3.428479026
2,643,2021-01-31T09:00:00Z,0.492678458,-3.471363309
2,644,2021-01-31T09:15:00Z,0.546473998,-3.471363309
2,645,2021-01-31T09:30:00Z,0.492678458,-3.471363309
2,646,2021-01-31T09:45:00Z,0.438882918,-3.471363309
2,647,2021-01-31T10:00:00Z,0.492678458,-3.499952831
2,648,2021-01-31T10:15:00Z,0.492678458,-3.499952831
2,649,2021-01-31T10:30:00Z,0.438882918,-3.499952831
2,650,2021-01-31T10:45:00Z,0.438882918,-3.499952831
2,651,2021-01-31T11:00:00Z,0.385087378,-3.499952831
2,652,2021-01-31T11:15:00Z,0.385087378,-3.48565807
2,653,2021-01-31T11:30:00Z,0.385087378,-3.48565807
2,654,2021-01-31T11:45:00Z,0.385087378,-3.48565807
2,655,2021-01-31T12:00:00Z,0.385087378,-3.48565807
2,656,2021-01-31T12:15:00Z,0.385087378,-3.557131874
2,657,2021-01-31T12:30:00Z,0.331291838,-3.557131874
2,658,2021-01-31T12:45:00Z,0.277496299,-3.557131874
2,659,2021-01-31T13:00:00Z,0.331291838,-3.571426635
2,660,2021-01-31T13:15:00Z,0.331291838,-3.571426635
2,661,2021-01-31T13:30:00Z,0.385087378,-3.571426635
2,662,2021-01-31T13:45:00Z,0.331291838,-3.571426635
2,663,2021-01-31T14:00:00Z,0.277496299,-3.542837113
2,664,2021-01-31T14:15:00Z,0.277496299,-3.542837113
2,665,2021-01-31T14:30:00Z,0.277496299,-3.542837113
2,666,2021-01-31T14:45:00Z,0.277496299,-3.542837113
2,667,2021-01-31T15:00:00Z,0.277496299,-3.600016157
2,668,2021-01-31T15:15:00Z,0.331291838,-3.600016157
2,669,2021-01-31T15:30:00Z,0.223700759,-3.600016157
2,670,2021-01-31T15:45:00Z,0.169905219,-3.600016157
2,671,2021-01-31T16:00:00Z,0.223700759,-3.628605679
2,672,2021-01-31T16:15:00Z,0.169905219,-3.628605679
2,673,2021-01-31T16:30:00Z,0.169905219,-3.628605679
2,674,2021-01-31T16:45:00Z,0.169905219,-3.628605679
2,675,2021-01-31T17:00:00Z,0.169905219,-3.542837113
2,676,2021-01-31T17:15:00Z,0.116109679,-3.542837113
2,677,2021-01-31T17:30:00Z,0.116109679,-3.542837113
2,678,2021-01-31T17:45:00Z,0.116109679,-3.542837113
2,679,2021-01-31T18:00:00Z,0.277496299,-3.357005221
2,680,2021-01-31T18:15:00Z,0.331291838,-3.357005221
2,681,2021-01-31T18:30:00Z,0.385087378,-3.357005221
2,682,2021-01-31T18:45:00Z,0.438882918,-3.357005221
2,683,2021-01-31T19:00:00Z,0.492678458,-3.299826178
2,684,2021-01-31T19:15:00Z,0.492678458,-3.299826178
2,685,2021-01-31T19:30:00Z,0.385087378,-3.299826178
2,686,2021-01-31T19:45:00Z,0.438882918,-3.299826178
2,687,2021-01-31T20:00:00Z,0.438882918,-3.142583807
2,688,2021-01-31T20:15:00Z,0.438882918,-3.142583807
2,689,2021-01-31T20:30:00Z,0.438882918,-3.142583807
2,690,2021-01-31T20:45:00Z,0.385087378,-3.142583807
2,691,2021-01-31T21:00:00Z,0.438882918,-3.071110003
2,692,2021-01-31T21:15:00Z,0.385087378,-3.071110003
2,693,2021-01-31T21:30:00Z,0.438882918,-3.071110003
2,694,2021-01-31T21:45:00Z,0.492678458,-3.071110003
2,695,2021-01-31T22:00:00Z,0.492678458,-2.971046676
2,696,2021-01-31T22:15:00Z,0.492678458,-2.971046676
2,697,2021-01-31T22:30:00Z,0.438882918,-2.971046676
2,698,2021-01-31T22:45:00Z,0.438882918,-2.971046676
2,699,2021-01-31T23:00:00Z,0.438882918,-2.856688589
2,700,2021-01-31T23:15:00Z,0.492678458,-2.856688589
2,701,2021-01-31T23:30:00Z,0.492678458,-2.856688589
2,702,2021-01-31T23:45:00Z,0.546473998,-2.856688589
2,703,2021-02-01T00:00:00Z,0.600269537,-2.928162394
2,704,2021-02-01T00:15:00Z,0.546473998,-2.928162394
2,705,2021-02-01T00:30:00Z,0.492678458,-2.928162394
2,706,2021-02-01T00:45:00Z,0.546473998,-2.928162394
2,707,2021-02-01T01:00:00Z,0.492678458,-2.928162394
2,708,2021-02-01T01:15:00Z,0.492678458,-2.928162394
2,709,2021-02-01T01:30:00Z,0.438882918,-3.171173329
2,710,2021-02-01T01:45:00Z,0.438882918,-3.171173329
2,711,2021-02-01T02:00:00Z,0.438882918,-3.171173329
2,712,2021-02-01T02:15:00Z,0.438882918,-3.171173329
2,713,2021-02-01T02:30:00Z,0.385087378,-3.171173329
2,714,2021-02-01T02:45:00Z,0.331291838,-3.171173329
2,715,2021-02-01T03:00:00Z,0.277496299,-3.199762851
2,716,2021-02-01T03:15:00Z,0.331291838,-3.199762851
2,717,2021-02-01T03:30:00Z,0.331291838,-3.199762851
2,718,2021-02-01T03:45:00Z,0.331291838,-3.199762851
2,719,2021-02-01T04:00:00Z,0.331291838,-3.285531417
2,720,2021-02-01T04:15:00Z,0.331291838,-3.285531417
2,721,2021-02-01T04:30:00Z,0.331291838,-3.285531417
2,722,2021-02-01T04:45:00Z,0.277496299,-3.285531417
2,723,2021-02-01T05:00:00Z,0.331291838,-3.371299982
2,724,2021-02-01T05:15:00Z,0.277496299,-3.371299982
2,725,2021-02-01T05:30:00Z,0.277496299,-3.371299982
2,726,2021-02-01T05:45:00Z,0.277496299,-3.371299982
2,727,2021-02-01T06:00:00Z,0.277496299,-3.471363309
2,728,2021-02-01T06:15:00Z,0.223700759,-3.471363309
2,729,2021-02-01T06:30:00Z,0.223700759,-3.471363309
2,730,2021-02-01T06:45:00Z,0.223700759,-3.471363309
2,731,2021-02-01T07:00:00Z,0.169905219,-3.628605679
2,732,2021-02-01T07:15:00Z,0.116109679,-3.628605679
2,733,2021-02-01T07:30:00Z,0.116109679,-3.628605679
2,734,2021-02-01T07:45:00Z,0.116109679,-3.628605679
2,735,2021-02-01T08:00:00Z,0.062314139,-3.628605679
2,736,2021-02-01T08:15:00Z,0.116109679,-3.728669005
2,737,2021-02-01T08:30:00Z,0.116109679,-3.728669005
2,738,2021-02-01T08:45:00Z,0.062314139,-3.728669005
2,739,2021-02-01T09:00:00Z,0.0085186,-3.871616615
2,740,2021-02-01T09:15:00Z,0.062314139,-3.871616615
2,741,2021-02-01T09:30:00Z,0.0085186,-3.871616615
2,742,2021-02-01T09:45:00Z,-0.04527694,-3.871616615
2,743,2021-02-01T10:00:00Z,0.0085186,-4.043153746
2,744,2021-02-01T10:15:00Z,-0.09907248,-4.043153746
2,745,2021-02-01T10:30:00Z,-0.09907248,-4.043153746
2,746,2021-02-01T10:45:00Z,-0.09907248,-4.043153746
2,747,2021-02-01T11:00:00Z,-0.09907248,-4.014564224
2,748,2021-02-01T11:15:00Z,-0.09907248,-4.014564224
2,749,2021-02-01T11:30:00Z,-0.15286802,-4.014564224
2,750,2021-02-01T11:45:00Z,-0.260459099,-4.014564224
2,751,2021-02-01T12:00:00Z,-0.314254639,-4.028858985
2,752,2021-02-01T12:15:00Z,-0.260459099,-4.028858985
2,753,2021-02-01T12:30:00Z,-0.314254639,-4.028858985
2,754,2021-02-01T12:45:00Z,-0.314254639,-4.028858985
2,755,2021-02-01T13:00:00Z,-0.314254639,-4.100332789
2,756,2021-02-01T13:15:00Z,-0.314254639,-4.100332789
2,757,2021-02-01T13:30:00Z,-0.314254639,-4.100332789
2,758,2021-02-01T13:45:00Z,-0.314254639,-4.100332789
2,759,2021-02-01T14:00:00Z,-0.314254639,-4.100332789
2,760,2021-02-01T14:15:00Z,-0.314254639,-4.186101355
2,761,2021-02-01T14:30:00Z,-0.368050179,-4.186101355
2,762,2021-02-01T14:45:00Z,-0.314254639,-4.186101355
2,763,2021-02-01T15:00:00Z,-0.421845719,-4.186101355
2,764,2021-02-01T15:15:00Z,-0.368050179,-4.200396116
2,765,2021-02-01T15:30:00Z,-0.314254639,-4.200396116
2,766,2021-02-01T15:45:00Z,-0.314254639,-4.200396116
2,767,2021-02-01T16:00:00Z,-0.314254639,-3.95738518
2,768,2021-02-01T16:15:00Z,-0.368050179,-3.95738518
2,769,2021-02-01T16:30:00Z,-0.314254639,-3.95738518
2,770,2021-02-01T16:45:00Z,-0.314254639,-3.95738518
2,771,2021-02-01T17:00:00Z,-0.260459099,-3.528542352
2,772,2021-02-01T17:15:00Z,-0.20666356,-3.528542352
2,773,2021-02-01T17:30:00Z,-0.15286802,-3.528542352
2,774,2021-02-01T17:45:00Z,-0.20666356,-3.528542352
2,775,2021-02-01T18:00:00Z,-0.15286802,-3.18546809
2,776,2021-02-01T18:15:00Z,-0.20666356,-3.18546809
2,777,2021-02-01T18:30:00Z,-0.09907248,-3.18546809
2,778,2021-02-01T18:45:00Z,-0.09907248,-3.18546809
2,779,2021-02-01T19:00:00Z,-0.04527694,-3.18546809
2,780,2021-02-01T19:15:00Z,-0.04527694,-3.02822572
2,781,2021-02-01T19:30:00Z,0.0085186,-3.02822572
2,782,2021-02-01T19:45:00Z,-0.04527694,-3.02822572
2,783,2021-02-01T20:00:00Z,-0.04527694,-2.913867633
2,784,2021-02-01T20:15:00Z,0.0085186,-2.913867633
2,785,2021-02-01T20:30:00Z,0.062314139,-2.913867633
2,786,2021-02-01T20:45:00Z,0.116109679,-2.913867633
2,787,2021-02-01T21:00:00Z,0.277496299,-2.956751915
2,788,2021-02-01T21:15:00Z,0.277496299,-2.956751915
2,789,2021-02-01T21:30:00Z,0.277496299,-2.956751915
2,790,2021-02-01T21:45:00Z,0.331291838,-2.956751915
2,791,2021-02-01T22:00:00Z,0.331291838,-2.999636198
2,792,2021-02-01T22:15:00Z,0.385087378,-2.999636198
2,793,2021-02-01T22:30:00Z,0.385087378,-2.999636198
2,794,2021-02-01T22:45:00Z,0.385087378,-2.999636198
2,795,2021-02-01T23:00:00Z,0.223700759,-3.156878568
2,796,2021-02-01T23:15:00Z,0.223700759,-3.156878568
2,797,2021-02-01T23:30:00Z,0.116109679,-3.156878568
2,798,2021-02-01T23:45:00Z,0.223700759,-3.156878568
2,799,2021-02-02T00:00:00Z,0.223700759,-3.328415699
2,800,2021-02-02T00:15:00Z,0.277496299,-3.328415699
2,801,2021-02-02T00:30:00Z,0.331291838,-3.328415699
2,802,2021-02-02T00:45:00Z,0.331291838,-3.328415699
2,803,2021-02-02T01:00:00Z,0.277496299,-3.328415699
2,804,2021-02-02T01:15:00Z,0.277496299,-3.328415699
2,805,2021-02-02T01:30:00Z,0.277496299,-3.399889504
2,806,2021-02-02T01:45:00Z,0.277496299,-3.399889504
2,807,2021-02-02T02:00:00Z,0.331291838,-3.399889504
2,808,2021-02-02T02:15:00Z,0.277496299,-3.399889504
2,809,2021-02-02T02:30:00Z,0.277496299,-3.399889504
2,810,2021-02-02T02:45:00Z,0.223700759,-3.399889504
2,811,2021-02-02T03:00:00Z,0.223700759,-3.685784723
2,812,2021-02-02T03:15:00Z,0.169905219,-3.685784723
2,813,2021-02-02T03:30:00Z,0.169905219,-3.685784723
2,814,2021-02-02T03:45:00Z,0.169905219,-3.685784723
2,815,2021-02-02T04:00:00Z,0.169905219,-3.814437571
2,816,2021-02-02T04:15:00Z,0.169905219,-3.814437571
2,817,2021-02-02T04:30:00Z,0.169905219,-3.814437571
2,818,2021-02-02T04:45:00Z,0.169905219,-3.814437571
2,819,2021-02-02T05:00:00Z,0.116109679,-3.95738518
2,820,2021-02-02T05:15:00Z,0.062314139,-3.95738518
2,821,2021-02-02T05:30:00Z,0.062314139,-3.95738518
2,822,2021-02-02T05:45:00Z,0.062314139,-3.95738518
2,823,2021-02-02T06:00:00Z,0.0085186,-4.043153746
2,824,2021-02-02T06:15:00Z,0.062314139,-4.043153746
2,825,2021-02-02T06:30:00Z,0.0085186,-4.043153746
2,826,2021-02-02T06:45:00Z,0.062314139,-4.043153746
2,827,2021-02-02T07:00:00Z,0.0085186,-4.171806594
2,828,2021-02-02T07:15:00Z,-0.09907248,-4.171806594
2,829,2021-02-02T07:30:00Z,-0.04527694,-4.171806594
2,830,2021-02-02T07:45:00Z,-0.09907248,-4.171806594
2,831,2021-02-02T08:00:00Z,-0.09907248,-4.171806594
2,832,2021-02-02T08:15:00Z,-0.15286802,-4.371933247
2,833,2021-02-02T08:30:00Z,-0.15286802,-4.371933247
2,834,2021-02-02T08:45:00Z,-0.15286802,-4.371933247
2,835,2021-02-02T09:00:00Z,-0.20666356,-4.357638486
2,836,2021-02-02T09:15:00Z,-0.20666356,-4.357638486
2,837,2021-02-02T09:30:00Z,-0.20666356,-4.357638486
2,838,2021-02-02T09:45:00Z,-0.260459099,-4.357638486
2,839,2021-02-02T10:00:00Z,-0.314254639,-4.357638486
2,840,2021-02-02T10:15:00Z,-0.368050179,-4.27186992
2,841,2021-02-02T10:30:00Z,-0.368050179,-4.27186992
2,842,2021-02-02T10:45:00Z,-0.421845719,-4.27186992
2,843,2021-02-02T11:00:00Z,-0.368050179,-4.371933247
2,844,2021-02-02T11:15:00Z,-0.421845719,-4.371933247
2,845,2021-02-02T11:30:00Z,-0.421845719,-4.371933247
2,846,2021-02-02T11:45:00Z,-0.475641259,-4.371933247
2,847,2021-02-02T12:00:00Z,-0.475641259,-4.486291334
2,848,2021-02-02T12:15:00Z,-0.475641259,-4.486291334
2,849,2021-02-02T12:30:00Z,-0.583232338,-4.486291334
2,850,2021-02-02T12:45:00Z,-0.529436798,-4.486291334
2,851,2021-02-02T13:00:00Z,-0.583232338,-4.614944183
2,852,2021-02-02T13:15:00Z,-0.583232338,-4.614944183
2,853,2021-02-02T13:30:00Z,-0.583232338,-4.614944183
2,854,2021-02-02T13:45:00Z,-0.583232338,-4.614944183
2,855,2021-02-02T14:00:00Z,-0.637027878,-4.686417987
2,856,2021-02-02T14:15:00Z,-0.583232338,-4.686417987
2,857,2021-02-02T14:30:00Z,-0.637027878,-4.686417987
2,858,2021-02-02T14:45:00Z,-0.744618958,-4.686417987
2,859,2021-02-02T15:00:00Z,-0.744618958,-4.657828465
2,860,2021-02-02T15:15:00Z,-0.798414497,-4.657828465
2,861,2021-02-02T15:30:00Z,-0.906005577,-4.657828465
2,862,2021-02-02T15:45:00Z,-0.959801117,-4.657828465
2,863,2021-02-02T16:00:00Z,-1.121187736,-4.586354661
2,864,2021-02-02T16:15:00Z,-1.121187736,-4.586354661
2,865,2021-02-02T16:30:00Z,-1.174983276,-4.586354661
2,866,2021-02-02T16:45:00Z,-1.121187736,-4.586354661
2,867,2021-02-02T17:00:00Z,-1.067392196,-4.11462755
2,868,2021-02-02T17:15:00Z,-1.067392196,-4.11462755
2,869,2021-02-02T17:30:00Z,-1.013596657,-4.11462755
2,870,2021-02-02T17:45:00Z,-0.906005577,-4.11462755
2,871,2021-02-02T18:00:00Z,-0.798414497,-3.571426635
2,872,2021-02-02T18:15:00Z,-0.744618958,-3.571426635
2,873,2021-02-02T18:30:00Z,-0.744618958,-3.571426635
2,874,2021-02-02T18:45:00Z,-0.798414497,-3.571426635
2,875,2021-02-02T19:00:00Z,-0.744618958,-3.214057612
2,876,2021-02-02T19:15:00Z,-0.798414497,-3.214057612
2,877,2021-02-02T19:30:00Z,-0.690823418,-3.214057612
2,878,2021-02-02T19:45:00Z,-0.690823418,-3.214057612
2,879,2021-02-02T20:00:00Z,-0.637027878,-2.971046676
2,880,2021-02-02T20:15:00Z,-0.583232338,-2.971046676
2,881,2021-02-02T20:30:00Z,-0.583232338,-2.971046676
2,882,2021-02-02T20:45:00Z,-0.529436798,-2.971046676
2,883,2021-02-02T21:00:00Z,-0.475641259,-2.828099067
2,884,2021-02-02T21:15:00Z,-0.475641259,-2.828099067
2,885,2021-02-02T21:30:00Z,-0.368050179,-2.828099067
2,886,2021-02-02T21:45:00Z,-0.368050179,-2.828099067
